movie_title,storyline,Drama,Comedy,Thriller,Action,Romance,Adventure,Crime,Sci-Fi,Fantasy,Horror,Family,Mystery,Biography,Animation,Music,War,History,Sport,Musical,Documentary,Western,Others
Joe Dirt ,"Joe Dirt is a janitor with a mullet hairdo, acid-washed jeans and a dream to find the parents that he lost at the Grand Canyon when he was a belligerent, trailer park-raised eight-year-old. Now, blasting Van Halen in his jacked-up economy car, the irrepressibly optimistic Joe hits the road alone in search of his folks. As his wandering, misguided search takes him from one hilarious misadventure to another, Joe finds his way to Los Angeles, where a shock-jock brings Joe on his radio show to insult him. But as Joe's life story unfolds, jeers turn to cheers, and an entire captivated city tunes in to hear the adventures of Joe Dirt.",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double Impact ,"Jean Claude Van Damme plays a dual role as Alex and Chad, twins separated at the death of their parents. Chad is raised by a family retainer in Paris, Alex becomes a petty crook in Hong Kong. Seeing a picture of Alex, Chad rejoins him and convinces him that his rival in Hong Kong is also the man who killed their parents. Alex is suspicious of Chad, especially when it comes to his girlfriend.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hot Fuzz ,"Top London cop, PC Nicholas Angel is good. Too good. And to stop the rest of his team looking bad, he is reassigned to the quiet town of Sandford. He is paired with Danny Butterman, who endlessly questions him on the action lifestyle. Everything seems quiet for Angel, until two actors are found decapitated. It is called an accident, but Angel isn't going to accept that, especially when more and more people turn up dead. Angel and Danny clash with everyone, whilst trying to uncover the truth behind the mystery of the apparent ""accidents"".",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Women ,"Based on a very clever comedy by Claire Booth, wife of Time Publisher Henry Luce and later Ambassador to Italy. One of the surprises was an all-woman cast, novel in the 1930's. And although there were no men in the cast, most of the dialog was about them. The story is rather thin and depended on the fact that divorce, in the 1930's, was not only difficult but almost impossible in New York. Mrs. Stephen Haynes learns that her husband is seeing a salesgirl at Saks, and reluctantly divorces him, abetted by her friends, all of whom have romantic problems of their own. In the 1930's New York women who could afford it went to Nevada, where residency could be established quickly and divorce was relatively easy. The 1939 film, starring Norma Shearer, Paulette Goddard, Rosalind Russell, and Joan Crawford, was a hit. This one, with an even better looking cast, is definitely not, largely because someone tried to move a 1930's situation comedy into the present.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vicky Cristina Barcelona ,"Sexually adventurous Cristina and her friend Vicky, who is bright but cautious, holiday in Barcelona where they meet the celebrated and wholly seductive painter, Juan Antonio. Vicky is not about to dive into a sexual adventure being committed to her forthcoming marriage. But Cristina is immediately captivated by Juan Antonio's free spirit and his romantic allure is enhanced when she hears the delicious details of his divorce from fellow artist, the tempestuous Maria Elena.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arn: The Knight Templar ,"Arn, the son of a high-ranking Swedish nobleman is educated in a monastery and sent to the Holy Land as a knight templar to do penance for a forbidden love.",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bad Moms ,"Amy has a seemingly perfect life - a great marriage, over-achieving kids, a beautiful home and a career. However, she's overworked, over-committed and exhausted to the point that she's about to snap. Fed up, she joins forces with two other over-stressed moms on a quest to liberate themselves from conventional responsibilities - going on a wild, un-mom-like binge of long overdue freedom, fun and self-indulgence - putting them on a collision course with PTA Queen Bee Gwendolyn and her clique of devoted perfect moms.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boys and Girls ,"Jennifer and Ryan are students at UC Berkeley, acquaintances off and on since early adolescence. She's quick, witty, ironic, literary, and independent; he's deliberate, literal, serious, studying structural engineering, always working on a plan. They take walks, they console each other over break-ups, he shares his plans. She's headed for Italy after graduation. Then, to their equal surprise, they spend a night together. Her response is to skitter away from continued intimacy and want to stay friends; he's hurt by her response, so he withdraws. Can it all get sorted out before she leaves town?",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Oleander ,"Astrid Magnussen is a 15 year old girl, living in California. Her mother, Ingrid, is a beautiful, free-spirited poet. Their life, though unusual, is satisfying until one day, a man named Barry Kolker (that her mother refers to at first as ""The goat man"") comes into their lives, and Ingrid falls madly in love with him, only to have her heart broken, and her life ruined. For revenge, Ingrid murders Barry with the deadly poison of her favourite flower: The White Oleander. She is sent to prison for life, and Astrid has to go through foster home after foster home. Throughout nearly a decade she experiences forbidden love, religion, near-death experiences, drugs, starvation, and how it feels to be loved. But throughout these years, she keeps in touch with her mother via letters to prison. And while Ingrid's gift is to give Astrid the power to survive, Astrid's gift is to teach her Mother about love.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jennifer's Body ,"Nerdy, reserved bookworm Needy Lesnicki, and arrogant, conceited cheerleader Jennifer Check are best friends, though they share little in common. They share even less in common when Jennifer mysteriously gains an appetite for human blood after a disastrous fire at a local bar. As Needy's male classmates are steadily killed in gruesome attacks, the young girl must uncover the truth behind her friend's transformation and find a way to stop the bloodthirsty rampage before it reaches her own boyfriend Chip.",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Drowning Mona ,"Mona Dearly, a spiteful, loud-mouthed, unpopular woman dies when the car she is driving plunges off a cliff and into a river near the small upstate New York town where she lives. Wyatt Rash, the local police chief, investigates and suspects foul play in Mona's death. The whole town are suspects, including Wyatt's daughter Ellen, who is about to marry landscape artist Bobby Calzone whose business was suffering from his lazy business partner, Jeff, Mona's slow-witted son, as well as waitress Rona Mace, who was having an affair with Mona's husband.",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Radio Days ,"Woody Allen's sentimental reminiscence about the golden age of radio. A series of vignettes involving radio personalities is intertwined with the life of a working class family in Rockaway Beach, NY circa 1942.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Left Behind ,A small group of survivors are left behind after millions of people suddenly vanish and the world is plunged into chaos and destruction.,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Remember Me ,"A romantic drama set in New York City during the summer of 2001, where Tyler, a rebellious young man, meets Ally through a twist of fate. Her spirit helps him heal after a family tragedy, though soon the circumstances that brought them together threaten to tear them apart.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Deal ,"Halley is a young high school student who is disillusioned with love after seeing the many dysfunctional relationships around her. Her parents are now divorced and her father has a new young girlfriend she doesn't care for too much. Her mother is now always alone; and her sister is so overwhelmed by her upcoming wedding that she barely leaves the house anymore. On top of that, the shallowness of all the girls and guys at her school convinces Halley that finding true love is impossible. A tragic accident, however, leads her to meeting Macon, and suddenly Halley finds that true love can occur under unusual circumstances.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Stepmother Is an Alien ,"An alien is sent on a secret mission to Earth, where she appears as a gorgeous, attractive, and single lady. Her mission is to make contact with a rather nerdy young scientist, who's quite overwhelmed by her attentions, and isn't aware of the connection between her arrival and his work.",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia ,"Andrew Beckett, a gay, HIV positive lawyer, is fired from his law firm in fear that they might contract HIV from him. After Andrew is fired, in a last attempt for peace, he sues his former law firm with the help of a homophobic lawyer, Joe Miller. During the court battle, Miller sees that Beckett is no different than anyone else on the gritty streets of the city of brotherly love, sheds his homophobia and helps Beckett with his case before AIDS overcomes him.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Thirteenth Floor ,"Computer scientist Hannon Fuller has discovered something extremely important. He's about to tell the discovery to his colleague, Douglas Hall, but knowing someone is after him, the old man leaves a letter in the computer generated parallel world his company has created (which looks like the 30's with seemingly real people with real emotions). Fuller is murdered in our real world the same night, and his colleague is suspected. Douglas discovers a bloody shirt in his bathroom and he cannot recall what he was doing the night Fuller was murdered. He logs into the system in order to find the letter, but has to confront the unexpected. The truth is harsher than he could ever imagine...",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Cookout ,"When Todd Anderson signs a $30 million deal with his hometown team, the New Jersey Nets, he knows that his life is set for a big change. To keep things real, he decides to throw a barbeque at his place -- just like the ones his family used to have. But when you have new and old friends, family, agents, and product reps in the same house, things are bound to get crazy.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meteor ,"After a collision with a comet, a nearly 8km wide piece of the asteroid ""Orpheus"" is heading toward Earth. If it hits, it will cause an incredible catastrophe which will probably extinguish mankind. To stop the meteor, NASA wants to use the illegal nuclear weapon satellite ""Hercules,"" but soon discovers that it doesn't have enough firepower. Their only chance to save the world is to join forces with the USSR, which has also launched such an illegal satellite. But will both governments agree?",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duets ,"Duets is a road-trip comedy which revolves around the little known world of karaoke and the whimsical characters who inhabit it. There's the struggling singer who dreams of making it to the big time, a frustrated salesman who ends up on an unexpected road trip, the dysfunctional family performers which includes a con-artist and his long lost daughter, and an escaped convict with the voice of an angel. All roads lead to Omaha, site of a national karaoke competition where this motley group of singers and stars come together for a blow-out sing-off.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hollywood Ending ,"Val Waxman is a film director who was once big in the 1970's and 1980's, but has now has been reduced to directing TV commercials. Finally, he gets an offer to make a big film. But, disaster strikes, when Val goes temporarily blind, due to paranoia. So, he and a few friends, try to cover up his disability, without the studio executives or the producers knowing that he is directing the film blind.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detroit Rock City ,"Four members of a high school band called Mystery do everything they can to attend a KISS concert in Detroit. In order to make it to the show they must steal, cheat, strip, deal with an anti-rock mom and generally do whatever it takes to see the band that has inspired them to be musicians.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Highlander ,"In New York, the owner of a sophisticated antique shop Russell Edwin Nash is challenged to a sword fight in the parking lot of the Madison Square Garden by a man called Iman Fasil that is beheaded by Russell. He hides his sword and is arrested by the police while leaving the stadium. Russell recalls his life in the Sixteenth Century in Scotland, when he is Connor MacLeod and is deadly wounded in a battle against another Clan. However he surprisingly survives and his Clan believes he has a pact with the devil and expels him from their lands. Then he meets Juan Sanchez Villa-Lobos Ramirez that explains that he is immortal unless he is beheaded. Further, the immortals dispute a game killing each other and in the end only one survives receiving a price with the power of the other immortals. Russell is released by the police, but the snoopy forensic agent Brenda J. Wyatt is attracted by the case since she founds fragments of an ancient Katana and follows Russell. But the also immortal ...",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Things We Lost in the Fire ,"Grief, recovery, and human contact. Brian is a great guy - a sweet father, a good husband, and a loyal friend to his boyhood pal Jerry who's a junkie. When tragedy strikes, Jerry tries to help Brian's wife and children cope, and Audrey, Brian's widow, tries to help Jerry kick the habit. Loss and addiction are stubborn. The story starts on the day of the funeral, with Brian appearing in flashbacks. A neighbor's divorce, a dinner party that includes a young woman from the Narcotics Anonymous group Jerry attends, and thinking back to a fire in Brian and Audrey's garage give the story texture.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steel ,"John Henry Irons designs weapons for the military. When his project to create weapons that harmlessly neutralize soldiers is sabotaged, he leaves in disgust. When he sees gangs are using his weapons on the street, he uses his brains and his Uncle Joe's junkyard know-how to fight back, becoming a real man of ""steel.""",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Immigrant ,"1921. In search of a new start and the American dream, Ewa Cybulska and her sister Magda sail to New York from their native Poland. When they reach Ellis Island, doctors discover that Magda is ill, and the two women are separated. Ewa is released onto the mean streets of Manhattan while her sister is quarantined. Alone, with nowhere to turn and desperate to reunite with Magda, she quickly falls prey to Bruno, a charming but wicked man who takes her in and forces her into prostitution. And then one day, Ewa encounters Bruno's cousin, the debonair magician Orlando. He sweeps Ewa off her feet and quickly becomes her only chance to escape the nightmare in which she finds herself.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The White Countess ,"Shanghai. 1936. Crossroads of the world and into this city of political intrigue comes Sofia, a Russian Countess who, with the remains of her family, has been left stateless by the Revolution. Forced by her reduced circumstances to support herself and her family as a bar-girl and taxi dancer, Sofia forms a relationship with Jackson, a blind former diplomat who opens an elegant bar; The White Countess. Their curious relationship matures but they are caught up in the fall of the city to the Japanese invaders.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Trance ,"A fine art auctioneer mixed up with a gang joins forces with a hypnotherapist to recover a lost painting. As boundaries between desire, reality and hypnotic suggestion begin to blur the stakes rise faster than anyone could have anticipated.",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Soul Plane ,"Why just fly when you can soar with soul? After a humiliating experience on an airplane, Nashawn Wade sues the airline and is awarded a huge settlement. Determined to make good with the money, Nashawn creates the full service airline of his dreams, complete with sexy stewardesses, funky music, a hot onboard dance club, and a bathroom attendant. Departing from all-new Terminal X in Los Angeles, Soul Plane gives ""fly"" a whole new meaning taking its passengers on a maiden voyage full of comedy.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Welcome to the Sticks ,"Although living a comfortable life in Salon-de-Provence, a charming town in the South of France, Julie has been feeling depressed for a while. To please her, Philippe Abrams, a post office administrator, her husband, tries to obtain a transfer to a seaside town, on the French Riviera, at any cost. The trouble is that he is caught red-handed while trying to scam an inspector. Philippe is immediately banished to the distant unheard of town of Bergues, in the Far North of France. Leaving his child and wife behind, the crucified man leaves for his frightening destination, a dreadfully cold place inhabited by hard-drinking, unemployed rednecks, speaking an incomprehensible dialect called Ch'ti. Philippe soon realizes that all these ideas were nothing but prejudices and that Bergues is not synonymous with hell...",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good ,"John Halder is a 'good' and decent individual with family problems: a neurotic wife, two demanding children and a mother suffering from senile dementia. A literary professor, Halder explores his personal circumstances in a novel advocating compassionate euthanasia. When the book is unexpectedly enlisted by powerful political figures in support of government propaganda, Halder finds his career rising in an optimistic current of nationalism and prosperity. Seemingly inconsequential decisions lead to choices, which lead to more choices... with eventually devastating effect.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Enter the Void ,"Tokyo's nasty underside, seen primarily through the eyes of Oscar, a heavy drug user, whose sister Linda is a stripper. Oscar also has flashbacks to his childhood when trauma upends the siblings. Oscar's drug-fed hallucinations alter Tokyo's already-disconcerting nights, and after the police shoot him, he can float above and look down: on his sister's sorrow, on the rooms of a love hotel, and on life at even a molecular level. The spectrum's colors can be beautiful; it's people's colorless lives that can be ugly. And what of afterlife, is there more than a void?",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vamps ,"In Manhattan, the vampires Goody and Stacy share an apartment and work and study in the night-shift. Goody was turned in vampire in 1840 by the evil Cisserus, who turned Stacy in the 90s, and they became best friends but Goody never told her real age to her friend. They only drink mice blood and refuse to drink human blood, and they go together to the Vampire Anonymous. Stacy falls in love with her classmate Joey, and soon she learns that he is the son of the vampire slayer Dr. Van Helsing. Meanwhile, Goody meets her former passion, Danny, in the hospital where his wife is terminal. When Stacy gets pregnant, Goody knows that the only way that the child can survive is killing Cisserus, since they would revert to their human ages. But nobody knows where her lair is.",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hachi: A Dog's Tale ,"In Bedridge, Professor Parker Wilson finds an abandoned dog at the train station and takes it home with the intention of returning the animal to its owner. He finds that the dog is an Akita and names it Hachiko. However, nobody claims the dog so his family decides to keep Hachi.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zulu ,"As a child, Ali Neuman narrowly escaped being murdered by Inkatha, a militant political party at war with Nelson Mandela's African National Congress. Only he and his mother survived the carnage of those years. But as with many survivors, the psychological scars remain. Today, Ali is chief of the homicide branch of the South African police in Cape Town. One of his staff is Brian Epkeen, a free-wheeling white officer whose family was originally involved in the establishment of apartheid but who works well with Neuman. Together they have to deal with crime that inevitably exists in sprawling areas of un- and under- employed people, crime exacerbated by gangs, both local and from other parts of Africa. Their job gets even more difficult when the corpses of two young women are found. A new evil has been introduced in the city and a new drug has been introduced to its residents, including both murder victims. At the chaotic crossroads where brutality and modernization collide, the echoes of...",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Homesman ,"Three women who have been driven mad by pioneer life are to be transported across the country by covered wagon by the pious, independent-minded Mary Bee Cuddy, who in turn employs low-life drifter George Briggs to assist her.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Juwanna Mann ,"Juwanna Mann follows the story of Jamal Jeffries, the reigning 'bad boy' of basketball, whose undisciplined on-court antics land him out of the league and without any prospects. Financially strapped and untrained in anything but basketball, Jamal comes up with a plan so outrageous it just might work: dress up like a woman and try out for the woman's basketball league. To his surprise, he makes it, but now the real challenge begins - to cease being Jamal and start new life as Juwanna. Matters become even more complicated when Juwanna realizes that he is falling for his teammate Michelle, who shows him that there is more to women than meets the eye.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lilyhammer             ,"Frank Tagliano (Steven Van Zandt) is a former New York mobster, who after testifying in a trial in the United States, joins the witness protection program. Intrigued by the place after watching the Winter Olympics in 1994, he is relocated to Lillehammer in Norway. The transition from being a feared and respected gangster in New York, to becoming an unemployed immigrant in Norway, is not simple. Frank soon discovers that in order to succeed in this rural Norwegian society, he must resort to his old ways.",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ararat ,"People tell stories. In Toronto, an art historian lectures on Arshile Gorky (1904 -1948), an Armenian painter who lived through the Armenian Genocide in the Ottoman Empire. A director invites the historian to help him include Gorky's story in a film about the genocide and Turkish assault on the town of Van. The historian's family is under stress: her son is in love with his step-sister, who blames the historian for the death of her father. The daughter wants to revisit her father's death and change that story. An aging customs agent tells his son about his long interview with the historian's son, who has returned from Turkey with canisters of film. All the stories connect.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Madison ,"Madison, Indiana, 1971. The Ohio river port is in full economic decline, its last pride and obsession being its uniquely town-owned power boat, although the raggedy old donation from a millionaire decades ago never comes close to a win. With his doted upon son Mike as most devoted fan, air-conditioner repairman Jim McCormick, who had to stop piloting it after a near-fatal accident, devotes all his 'spare' time to it, turning down professional opportunities as that would mean moving, as his wife suggests. Things climax when he realizes the town will either be scrapped from the national racing circuit or host the Gold Cup itself, requiring $50,000 fund raising.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Slow Burn ,"District attorney Ford Cole is running for mayor, promising to capture the city's elusive crime boss, Danny Ludin. On the night of a gas link in the inner city, his interview with a national reporter is interrupted by word that his best prosecutor, Nora Timmer, who's also his lover, has killed a man she claims was assaulting her. A few minutes later, a man shows up at Cole's office claiming it was murder, implicating Nora in complicated schemes and crimes. Cole wants a few hours to get to the bottom of a mess that quickly includes land deals, shell corporations, and political corruption. Who's setting up whom?",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wasabi ,"Hubert is a French policeman with very sharp methods. After being forced to take 2 months off by his boss, who doesn't share his view on working methods, he goes back to Japan, where he used to work 19 years ago, to settle the probate of his girlfriend who left him shortly after marriage without a trace. There he mets his former colleague Momo and his daughter Yumi who he did not know was ever born. Hubert eventually finds out why his girlfriend left him and the reason becomes his and his new daughters problem.",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slither ,"In this blend of the B movie classic The Blob (1958), and some Romero's zombies film, a meteorite collides in a small town. Grant finds it, and is infected by a parasite worm, which installs in his brain and causes him a creepy transformation into a monster. Starla, his wife, and Bill, a policeman, will try to stop him and the plague of worms generated by the creature.",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Beverly Hills Cop ,"Detroit cop Axel Foley is delighted when he receives a surprise visit from his best friend Mikey Tandino, who lives in California. Not long after Mikey arrives in Detroit, Mikey is killed, right in front of Axel, by a man named Zack. Axel follows Zack to Beverly Hills, California, where Beverly Hills police department Lieutenant Andrew Bogomil assigns Detective Billy Rosewood and Rosewood's partner, Sergeant John Taggart, to keep an eye on Axel. Axel visits his friend Jenny Summers, who works in an art gallery. With Jenny's help, Axel discovers that Zack works for Jenny's boss, Victor Maitland, the man who owns the art gallery. Maitland is a drug kingpin who is using the gallery as a front, and Maitland had Zack kill Mikey after Maitland accused Mikey of stealing some of Maitland's bonds. With the help of Jenny, Billy, and Taggart, Axel does what he can to make sure Maitland and Zack won't kill any more people.",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home Alone ,"It is Christmas time and the McCallister family is preparing for a vacation in Paris, France. But the youngest in the family named Kevin got into a scuffle with his older brother Buzz and was sent to his room which is on the third floor of his house. Then, the next morning, while the rest of the family was in a rush to make it to the airport on time, they completely forgot about Kevin who now has the house all to himself. Being home alone was fun for Kevin, having a pizza all to himself, jumping on his parents' bed, and making a mess. Then, Kevin discovers about two burglars, Harry and Marv, about to rob his house on Christmas Eve. Kevin acts quickly by wiring his own house with makeshift booby traps to stop the burglars and to bring them to justice.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3 Men and a Baby ,"Three bachelor friends - architect Peter, artist Michael, and actor Jack are sharing an apartment in Manhattan. After Jack goes filming in Turkey his two flatmates find his baby daughter - which Jack doesn't know about - left outside their door. The two are left to look after the baby, and realise how difficult this can be. How would this baby change the life style of these confirmed bachelors?",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tootsie ,"Michael Dorsey is an unemployed actor with an impossible reputation. In order to find work and fund his friend's play he dresses as a woman, Dorothy Michaels, and lands the part in a daytime drama. Dorsey loses himself in this woman role and essentially becomes Dorothy Michaels, captivating women all around the city and inspiring them to break free from the control of men and become more like Dorsey's initial identity. This newfound role, however, lands Dorsey in a hot spot between a female friend/'lover,' a female co-star he falls in love with, that co-star's father who falls in love with him, and a male co-star who yearns for his affection.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Top Gun ,"Lieutenant Pete ""Maverick"" Mitchell is an expert United States Naval Aviator. When he encounters a pair of MiGs over the Persian Gulf, his wingman is clearly outflown and freaks. On almost no fuel, Maverick is able to talk him back down to the carrier. When his wingman turns in his wings, Maverick is moved up in the standings and sent to the Top Gun Naval Flying School. There he fights the attitudes of the other pilots and an old story of his father's death in combat that killed others due to his father's error. Maverick struggles to be the best pilot, stepping on the toes of his other students and in another way to Charlie Blackwood, a civilian instructor to whom he is strongly attracted.",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crouching Tiger, Hidden Dragon ","In 19th century Qing Dynasty China, a warrior gives his sword, Green Destiny, to his lover to deliver to safe keeping, but it is stolen, and the chase is on to find it. The search leads to the House of Yu where the story takes on a whole different level.",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Beauty ,"After his death sometime in his forty-third year, suburbanite Lester Burnham tells of the last few weeks of his life, during which he had no idea of his imminent passing. He is a husband to real estate agent Carolyn Burnham and father to high school student Janie Burnham. Although Lester and Carolyn once loved each other, they now merely tolerate each other. Typical wallflower Janie too hates both her parents, the three who suffer individually in silence in their home life. Janie tries to steer clear of both her parents. Carolyn, relatively new to the real estate business, wants to create the persona of success to further her career, she aspiring to the professional life of Buddy Kane, the king of the real estate business in their neighborhood. Lester merely walks mindlessly through life, including at his job in advertising. His company is downsizing, and he, like all the other employees, has to justify his position to the newly hired efficiency expert to keep his job. Things change ...",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The King's Speech ,"England's Prince Albert must ascend the throne as King George VI, but he has a speech impediment. Knowing that the country needs her husband to be able to communicate effectively, Elizabeth hires Lionel Logue, an Australian actor and speech therapist, to help him overcome his stammer. An extraordinary friendship develops between the two men, as Logue uses unconventional means to teach the monarch how to speak with confidence.",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Twins ,Julius and Vincent Benedict are the results of an experiment that would allow for the perfect child. Julius was planned and grows to athletic proportions. Vincent is an accident and is somewhat smaller in stature. Vincent is placed in an orphanage while Julius is taken to a South Seas island and raised by philosophers. Vincent becomes the ultimate lowlife and is about to be killed by loan sharks when Julius discovers that he has a brother and begins looking for him.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scream: The TV Series             ,"After a cyber-bullying incident results in a brutal murder, the shocking violence stirs up memories of a killing spree from the past that has haunted some, intrigued others and maybe just inspired a new killer. A group of teens - with two old friends struggling to reconnect at its heart - become lovers, enemies, suspects, targets and victims of an assassin who's out for blood.",1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Yellow Handkerchief ,"One lazy afternoon in a backwater Louisiana town, Martine takes a leap into an unfamiliar convertible. The driver, Gordy, an awkward young itinerant who eyed her in the diner earlier, isn't displeased to find this pretty sylph in his front seat. Soon they meet Brett, a laconic, humble man just released from prison. Martine isn't keen on going solo with Gordy, and now it's raining cats and dogs, so she invites Brett along, and the unlikely trio sets out, each person unsure of the destination. What ensues is a journey through the lush green byways of rural Louisiana and into the depths of these characters' souls.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Color Purple ,"This film follows the life of Celie, a young black girl growing up in the early 1900's. The first time we see Celie, she is 14 - and pregnant - by her father. We stay with her for the next 30 years of her tough life...",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tidal Wave ,"Professor Kim, a marine geologist, recognizes the impending danger of a mega tsunami headed straight for Haeundae, a popular vacation spot on the south coast of Korea. He desperately attempts to warn authorities and alert the unknowing vacationers of the 500 MPH destructive force of nature headed their direction.",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben-Hur ,"Judah Ben-Hur, a prince falsely accused of treason by his adopted brother, an officer in the Roman army, returns to his homeland after years at sea to seek revenge, but finds redemption.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Imitation Game ,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Private Benjamin ,"When her husband dies on their wedding night, Judy decides to join the United States Army. She realizes that she has never been independent in her entire life. What looks like a bad decision at first, turns out not so bad at all. That is, until her superior officer makes sexual advances on her. She has been transferred to NATO headquarters in Europe and (re)meets the Frenchman Henri Tremont. Judy and Henri decide to marry, but will they?",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
